ARG_Name	ARG	AMR_category	AMR_sub_class	Resistance_mechanism
PDC-10	PDC-10	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-2	PDC-2	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-3	PDC-3	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-4	PDC-4	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-5	PDC-5	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-6	PDC-6	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-7	PDC-7	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-73	PDC-73	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-74	PDC-74	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-75	PDC-75	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-76	PDC-76	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-77	PDC-77	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-78	PDC-78	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-79	PDC-79	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-8	PDC-8	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-80	PDC-80	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-81	PDC-81	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-82	PDC-82	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-83	PDC-83	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-84	PDC-84	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-85	PDC-85	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-86	PDC-86	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-87	PDC-87	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-88	PDC-88	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-89	PDC-89	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-9	PDC-9	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-90	PDC-90	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-91	PDC-91	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-92	PDC-92	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PDC-93	PDC-93	beta-lactam	carbapenem;cephalosporin;monobactam	antibiotic inactivation
PEDO-1	PEDO-1	beta-lactam	carbapenem	antibiotic inactivation
PEDO-2	PEDO-2	beta-lactam	carbapenem	antibiotic inactivation
PEDO-3	PEDO-3	beta-lactam	carbapenem	antibiotic inactivation
PENA	penA	beta-lactam	penam	-
PER-1	PER-1	beta-lactam	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
PER-2	PER-2	beta-lactam	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
PER-3	PER-3	beta-lactam	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
PER-4	PER-4	beta-lactam	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
PER-5	PER-5	beta-lactam	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
PER-6	PER-6	beta-lactam	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
PER-7	PER-7	beta-lactam	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
PEXA	pexA	phenicol	phenicol antibiotic	antibiotic efflux
PGPB	pgpB	peptide	peptide antibiotic	antibiotic target alteration
PLANOBISPORA ROSEA EF-TU MUTANTS CONFERRING RESISTANCE TO INHIBITOR GE2270A	Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A	elfamycin	elfamycin antibiotic	antibiotic target alteration
PLASMID-ENCODED CAT (PP-CAT)	plasmid-encoded cat (pp-cat)	phenicol	phenicol antibiotic	antibiotic inactivation
PMPM	PmpM	multidrug	aminoglycoside antibiotic;benzalkonium chloride;fluoroquinolone antibiotic	antibiotic efflux
PMRA	pmrA	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
PMRF	PmrF	peptide	peptide antibiotic	antibiotic target alteration
PNGM-1	PNGM-1	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
PORIN OMPC	porin OmpC	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
PORIN_OMPC	porin_OmpC	beta-lactam	penem;cephalosporin;carbapenem;cephamycin;penam;monobactam	reduced permeability to antibiotic
POXTA	poxtA	multidrug	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection
PP-FLO	pp-flo	phenicol	phenicol antibiotic	antibiotic efflux
PROPIONIBACTERIA 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO MACROLIDE ANTIBIOTICS	Propionibacteria 23S rRNA with mutation conferring resistance to macrolide antibiotics	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
PSE-1	PSE-1	beta-lactam	penam	antibiotic inactivation
PSEUDOMONAS AERUGINOSA CATB6	Pseudomonas aeruginosa catB6	phenicol	phenicol antibiotic	antibiotic inactivation
PSEUDOMONAS AERUGINOSA CATB7	Pseudomonas aeruginosa catB7	phenicol	phenicol antibiotic	antibiotic inactivation
PSEUDOMONAS AERUGINOSA CPXR	Pseudomonas aeruginosa CpxR	multidrug	aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
PSEUDOMONAS AERUGINOSA EMRE	Pseudomonas aeruginosa emrE	aminoglycoside	aminoglycoside antibiotic	antibiotic efflux
PSEUDOMONAS AERUGINOSA GYRA AND PARC CONFERRING RESISTANCE TO FLUOROQUINOLONE	Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolone	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
PSEUDOMONAS AERUGINOSA GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
PSEUDOMONAS AERUGINOSA OPRD WITH MUTATION CONFERRING RESISTANCE TO IMIPENEM	Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
PSEUDOMONAS AERUGINOSA PARE CONFERRING RESISTANCE TO FLUOROQUINOLONES	Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
PSEUDOMONAS AERUGINOSA SOXR	Pseudomonas aeruginosa soxR	multidrug	acridine dye;cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
PSEUDOMONAS MUTANT PHOP CONFERRING RESISTANCE TO COLISTIN	Pseudomonas mutant PhoP conferring resistance to colistin	multidrug	macrolide antibiotic;peptide antibiotic	antibiotic efflux;antibiotic target alteration
PSEUDOMONAS MUTANT PHOQ CONFERRING RESISTANCE TO COLISTIN	Pseudomonas mutant PhoQ conferring resistance to colistin	multidrug	macrolide antibiotic;peptide antibiotic	antibiotic efflux;antibiotic target alteration
PSEUDOMONAS_AERUGINOSA_EMRE	Pseudomonas_aeruginosa_emrE	aminoglycoside	aminoglycoside antibiotic	-
PUROMYCIN_RESISTANCE_PROTEIN	puromycin_resistance_protein	nucleoside	nucleoside antibiotic	-
PVRR	PvrR	aminoglycoside	aminoglycoside antibiotic	resistance by absence
QACA	qacA	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QACA	qacA	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QACB	qacB	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QACG	qacG	multidrug	multidrug (unclassified)	-
QACH	qacH	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QEPA	qepA	fluoroquinolone	fluoroquinolone antibiotic	-
QEPA1	QepA1	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QEPA2	QepA2	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QEPA3	QepA3	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QEPA4	QepA4	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
QNRA	qnrA	fluoroquinolone	fluoroquinolone antibiotic	-
QNRA1	QnrA1	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRA2	QnrA2	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRA3	QnrA3	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRA4	QnrA4	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRA5	QnrA5	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRA6	QnrA6	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRA7	QnrA7	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB	qnrB	fluoroquinolone	fluoroquinolone antibiotic	-
QNRB1	QnrB1	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB10	QnrB10	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB11	QnrB11	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB12	QnrB12	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB13	QnrB13	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB14	QnrB14	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB15	QnrB15	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB16	QnrB16	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB17	QnrB17	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB18	QnrB18	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB19	QnrB19	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB2	QnrB2	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB20	QnrB20	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB21	QnrB21	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB22	QnrB22	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB23	QnrB23	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB24	QnrB24	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB25	QnrB25	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB26	QnrB26	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB27	QnrB27	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB28	QnrB28	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB29	QnrB29	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB3	QnrB3	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB30	QnrB30	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB31	QnrB31	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB32	QnrB32	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB33	QnrB33	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB34	QnrB34	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB35	QnrB35	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB36	QnrB36	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB37	QnrB37	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB38	QnrB38	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB4	QnrB4	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB40	QnrB40	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB41	QnrB41	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB42	QnrB42	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB43	QnrB43	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB44	QnrB44	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB45	QnrB45	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB46	QnrB46	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB47	QnrB47	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB48	QnrB48	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB49	QnrB49	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB5	QnrB5	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB50	QnrB50	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB54	QnrB54	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB55	QnrB55	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB56	QnrB56	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB57	QnrB57	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB58	QnrB58	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB59	QnrB59	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB6	QnrB6	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB60	QnrB60	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB61	QnrB61	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB62	QnrB62	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB64	QnrB64	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB65	QnrB65	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB66	QnrB66	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB67	QnrB67	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB68	QnrB68	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB69	QnrB69	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB7	QnrB7	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB70	QnrB70	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB71	QnrB71	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB72	QnrB72	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB73	QnrB73	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB74	QnrB74	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB8	QnrB8	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRB9	QnrB9	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRC	QnrC	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRD1	QnrD1	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRD2	QnrD2	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRE1	qnrE1	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRE2	qnrE2	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS	qnrS	fluoroquinolone	fluoroquinolone antibiotic	-
QNRS1	QnrS1	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS10	QnrS10	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS11	QnrS11	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS12	QnrS12	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS15	QnrS15	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS2	QnrS2	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS3	QnrS3	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS4	QnrS4	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS5	QnrS5	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS6	QnrS6	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS7	QnrS7	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS8	QnrS8	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRS9	QnrS9	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRVC1	QnrVC1	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRVC3	QnrVC3	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRVC4	QnrVC4	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRVC5	QnrVC5	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRVC6	QnrVC6	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
QNRVC7	QnrVC7	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target protection
R39	R39	beta-lactam	penam	antibiotic inactivation
RAMA	ramA	multidrug	carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;reduced permeability to antibiotic
RBPA	RbpA	rifamycin	rifamycin antibiotic	antibiotic target protection
RCP-1	RCP-1	beta-lactam	penam	antibiotic inactivation
RGT1438	rgt1438	rifamycin	rifamycin antibiotic	antibiotic inactivation
RHODOBACTER SPHAEROIDES AMPC BETA-LACTAMASE	Rhodobacter sphaeroides ampC beta-lactamase	beta-lactam	cephalosporin;penam	antibiotic inactivation
RHODOBACTER_SPHAEROIDES_AMPC_BETA-LACTAMASE	Rhodobacter_sphaeroides_ampC_beta-lactamase	beta-lactam	beta-lactam antibiotics	antibiotic inactivation
RHODOCOCCUS FASCIANS CMR	Rhodococcus fascians cmr	phenicol	phenicol antibiotic	antibiotic efflux
RIFAMPIN_MONOOXYGENASE	rifampin_monooxygenase	rifamycin	rifamycin antibiotic	-
RIFAMPIN_RESISTANCE_PROTEIN	rifampin_resistance_protein	rifamycin	rifamycin antibiotic	-
RLMA(II)	RlmA(II)	MLS	lincosamide antibiotic;macrolide antibiotic	antibiotic target alteration
RM3	Rm3	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
RMTA	rmtA	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTB	rmtB	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTC	rmtC	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTD	rmtD	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTD2	rmtD2	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTE	rmtE	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTE2	rmtE2	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTF	rmtF	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTG	rmtG	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
RMTH	rmtH	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
ROB-1	ROB-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
ROSA	rosA	peptide	peptide antibiotic	antibiotic efflux
ROSB	rosB	peptide	peptide antibiotic	antibiotic efflux
RPHA	rphA	rifamycin	rifamycin antibiotic	antibiotic inactivation
RPHB	rphB	rifamycin	rifamycin antibiotic	antibiotic inactivation
RPOB2	rpoB2	multidrug	peptide antibiotic;rifamycin antibiotic	antibiotic target alteration;antibiotic target replacement
RPSD_(RAMA_OR_SUD2)	rpsD_(ramA_or_sud2)	unclassified	unclassified	-
RPSJ	rpsJ	tetracycline	tetracycline antibiotic	antibiotic target protection
RSA-1	RSA-1	beta-lactam	carbapenem;cephalosporin	antibiotic inactivation
RSA-2	RSA-2	beta-lactam	carbapenem;cephalosporin	antibiotic inactivation
RTG-4	RTG-4	beta-lactam	penam	antibiotic inactivation
RTG-5	RTG-5	beta-lactam	penam	antibiotic inactivation
SALA	salA	multidrug	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection
SALMONELLA ENTERICA 16S RRNA (RRSD) MUTATION CONFERRING RESISTANCE TO SPECTINOMYCIN	Salmonella enterica 16S rRNA (rrsD) mutation conferring resistance to spectinomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
SALMONELLA ENTERICA CMLA	Salmonella enterica cmlA	phenicol	phenicol antibiotic	antibiotic efflux
SALMONELLA ENTERICA GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Salmonella enterica gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
SALMONELLA ENTERICA GYRA WITH MUTATION CONFERRING RESISTANCE TO TRICLOSAN	Salmonella enterica gyrA with mutation conferring resistance to triclosan	triclosan	triclosan	antibiotic target alteration
SALMONELLA ENTERICA PARC CONFERRING RESISTANCE TO FLUOROQUINOLONES	Salmonella enterica parC conferring resistance to fluoroquinolones	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
SALMONELLA ENTERICA RAMR MUTANTS	Salmonella enterica ramR mutants	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
SALMONELLA ENTERICA SOXR WITH MUTATION CONFERRING ANTIBIOTIC RESISTANCE	Salmonella enterica soxR with mutation conferring antibiotic resistance	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
SALMONELLA SEROVARS GYRB CONFERRING RESISTANCE TO FLUOROQUINOLONE	Salmonella serovars gyrB conferring resistance to fluoroquinolone	multidrug	aminocoumarin antibiotic;fluoroquinolone antibiotic	antibiotic target alteration
SALMONELLA SEROVARS PARE CONFERRING RESISTANCE TO FLUOROQUINOLONES	Salmonella serovars parE conferring resistance to fluoroquinolones	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
SALMONELLA SEROVARS SOXS WITH MUTATION CONFERRING ANTIBIOTIC RESISTANCE	Salmonella serovars soxS with mutation conferring antibiotic resistance	multidrug	carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic
SAT-2	SAT-2	nucleoside	nucleoside antibiotic	antibiotic inactivation
SAT-3	SAT-3	nucleoside	nucleoside antibiotic	antibiotic inactivation
SAT-4	SAT-4	nucleoside	nucleoside antibiotic	antibiotic inactivation
SAV1866	sav1866	Unclassified	Unclassified	antibiotic efflux
SCO-1	SCO-1	beta-lactam	cephalosporin;penam;penem	antibiotic inactivation
SDEY	sdeY	multidrug	multidrug (unclassified)	-
SDIA	sdiA	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux
SED-1	Sed-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
SERRATIA MARCESCENS OMP1	Serratia marcescens Omp1	multidrug	carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;monobactam;penam;penem;phenicol antibiotic;tetracycline antibiotic	reduced permeability to antibiotic;resistance by absence
SERRATIA_MARCESCENS_OMP1	Serratia_marcescens_Omp1	multidrug	phenicol antibiotic;penam;monobactam;cephamycin;fluoroquinolone antibiotic;cephalosporin;tetracycline antibiotic;carbapenem;penem	reduced permeability to antibiotic;resistance by absence
SFB-1	SFB-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
SFH-1	SFH-1	beta-lactam	carbapenem	antibiotic inactivation
SGM	sgm	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
SHIGELLA FLEXNERI GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Shigella flexneri gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
SHIGELLA FLEXNERI PARC CONFERRING RESISTANCE TO FLUOROQUINOLONES	Shigella flexneri parC conferring resistance to fluoroquinolones	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
SHV	SHV	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-1	SHV-1	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-100	SHV-100	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-101	SHV-101	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-102	SHV-102	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-103	SHV-103	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-104	SHV-104	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-105	SHV-105	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-106	SHV-106	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-107	SHV-107	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-108	SHV-108	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-109	SHV-109	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-11	SHV-11	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-110	SHV-110	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-111	SHV-111	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-112	SHV-112	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-119	SHV-119	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-12	SHV-12	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-120	SHV-120	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-121	SHV-121	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-122	SHV-122	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
SHV-123	SHV-123	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
